ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment
370,Kashubian,kachoube,casubio,Poland,POL,csb,Severely endangered
155,Kaska,kaska,kaska,Canada,CAN,kkz,Severely endangered
1001,Kasong,kasong,kasong,"Cambodia, Thailand","KHM, THA",syo,Critically endangered
2091,Katabaga,katabaga,catabaga,Philippines,PHL,ktq,Extinct
615,Katawixi,katawixí,catahuichí,Brazil,BRA,xat,Critically endangered
529,Kathu,katou,gasu,China,CHN,ykt,Definitely endangered
1595,Kati,kati,katí,"Pakistan, Afghanistan","PAK, AFG","bsh, xvi",Definitely endangered
62,Katla,katla,catla,Sudan,SDN,kcr,Definitely endangered
783,Kato,kato,kato,United States of America,USA,ktw,Extinct
616,Katukina do Acre,katukina de l'Acre,catuquina del Acre,Brazil,BRA,knt,Severely endangered
1933,Katukína-Kanamarí,katukína-kanamarí,canamarí,Brazil,BRA,"kav, knm",Vulnerable
1669,Katxuyana-Xikuyána,kaxuiâna-xikuyána,cachuana-warikyana,Brazil,BRA,kbb,Vulnerable
1938,Kaurna,kaurna,kaurna,Australia,AUS,,Critically endangered
2037,Kavalan,kavalan,kavalano,China,CHN,ckv,Critically endangered
863,Kawaiisu,kawaiisu,kawaiisu,United States of America,USA,xaw,Critically endangered
2110,Kawucha,kawacha,kawucha,Papua New Guinea,PNG,,Critically endangered
1618,Kaxarari,kaxarari,kaxararí,Brazil,BRA,ktx,Critically endangered
1235,Kayabi,kayabi,kayabí,Brazil,BRA,kyz,Vulnerable
195,Kayardild,kayardild,gayardil,Australia,AUS,gyd,Critically endangered
2596,Kayeli,kayeli,kayeli,Indonesia,IDN,kzl,Extinct
2540,Kayupulau,kayupulau,kayapulau,Indonesia,IDN,kzu,Critically endangered
2634,Kazukuru,kazukuru,kazukuru,Solomon Islands,SLB,kzk,Extinct
126,Kede,kede,kede,Angola,ANG,,Extinct
2541,Keder,keder,keder,Indonesia,IDN,kdy,Severely endangered
65,Keiga,keiga,keiga,Sudan,SDN,kec,Severely endangered
1732,Kelo,kelo,kelo,Sudan,SDN,xel,Critically endangered
2542,Kembra,kembra,kembra,Indonesia,IDN,xkw,Critically endangered
371,Kemi Saami,,,Finland,FIN,,Extinct
2286,Kenaboi,kenaboi,kenaboi,Malaysia,MYS,,Extinct
1654,Kendeje,kedendje,kendeye,Chad,TCD,klf,Definitely endangered
1412,Kendem,kendem,kendem,Cameroon,CMR,kvm,Severely endangered
2298,Kensiw (Malaysia),kensiw (Malaisie),kensiu (Malasia),Malaysia,MYS,kns,Critically endangered
1007,Kensiw (Thailand),kensiw (Thaïlande),kensiu (Tailandia),Thailand,THA,kns,Severely endangered
2297,Kentak,kentak,kentak,Malaysia,MYS,knq,Critically endangered
479,Kerek,kerek,kerek,Russian Federation,RUS,krk,Extinct
480,Ket,ket,keto,Russian Federation,RUS,ket,Severely endangered
2050,Ketangalan,ketangalan,ketangalano,China,CHN,kae,Extinct
1148,Khaccaḍ Bhoṭe,tibétain d'âne,bhotte,Nepal,NPL,,Definitely endangered
481,Khakas,khakasse,jacaso,Russian Federation,RUS,kjh,Definitely endangered
1804,Khalaj,khalaj,jalái,Iran (Islamic Republic of),IRN,klj,Vulnerable
1088,Khaling,khaling,jalingo,Nepal,NPL,klr,Definitely endangered
1120,Kham,kham,jamí,Nepal,NPL,"kgj, kip",Definitely endangered
1221,Khamba,khamba,khamba,"China, India","CHN, IND",kbg,Definitely endangered
675,Khamnigan Mongol,khamnigan mongol,mongol jamnigan,"China, Mongolia, Russian Federation","CHN, MNG, RUS",,Definitely endangered
1168,Khampti,khampti,jamtí,India,IND,,Vulnerable
2196,Khang Quang Lam,khang quang lam,jang,Viet Nam,VNM,kjm,Severely endangered
1204,Kharia,kharia,jariá,India,IND,khr,Vulnerable
1608,Khasali,khasali,khasālī,India,IND,,Definitely endangered
1231,Khasi,khasi,jasí,India,IND,kha,Vulnerable
1247,Kheng,khengkha,kheng,Bhutan,BTN,xkf,Vulnerable
1143,Kheza,kheza,khezha,India,IND,nkh,Vulnerable
1134,Khiamngan,khiamngan,khiamngan,India,IND,nky,Vulnerable
1054,Khinalug,khinalough,jinalug,Azerbaijan,AZE,kjj,Severely endangered
2206,Khmin,khmin,bit,China,CHN,bgk,Vulnerable
1152,Khoirao,khoirao,khoirao,India,IND,nki,Vulnerable
2068,Khojki,khojki,luvatí,Oman,OMN,luv,Severely endangered
847,Khorasani Turk,turc du Khorassan,turco jorasaní,Iran (Islamic Republic of),IRN,kmz,Vulnerable
1450,Khövsgöl Uryangkhay,ouïghour uryangkhai,urianjai de Khövsgöl,Mongolia,MNG,,Critically endangered
1098,Khowa,khowa,bugun,India,IND,bgg,Definitely endangered
1600,Khowar,khowar,jovaro,Pakistan,PAK,khw,Vulnerable
1799,Khunsari,khunsari,junsarí,Iran (Islamic Republic of),IRN,kfm,Definitely endangered
1050,Khvarshi,khvarshi,javarsí,Russian Federation,RUS,khv,Definitely endangered
128,Khwe,khwe,xun,Namibia,NAM,xuu,Definitely endangered
769,Kickapoo (Kansas),kickapoo (Kansas),quicapú (Kansas),United States of America,USA,kic,Severely endangered
1081,Kickapoo (Mexico),kickapoo (Mexique),quicapú (México),Mexico,MEX,kic,Critically endangered
1527,Kickapoo (Oklahoma),kickapoo (Oklahoma),quicapú (Oklahoma),United States of America,USA,kic,Severely endangered
1528,Kickapoo (Texas),kickapoo (Texas),quicapú (Texas),United States of America,USA,kic,Severely endangered
196,Kija,kitja,kitja,Australia,AUS,gia,Severely endangered
805,Kiksht,kiksht,kiksht,United States of America,USA,chh,Critically endangered
372,Kildin Saami,saami Kildin,saamí de Kildin,Russian Federation,RUS,sjd,Severely endangered
452,Kilen,kilen,kilen,"China, Russian Federation","CHN, RUS",gld,Critically endangered
1598,Kili,kili,kili,Russian Federation,RUS,gld,Severely endangered
1613,Kilit,kilit,kilit,Azerbaijan,AZE,,Extinct
726,Kiliwa,kiliwa,kiliwa,Mexico,MEX,klb,Critically endangered
1316,Kim,kim,krim,Sierra Leone,SLE,krm,Critically endangered
137,Kinare,kinare,kinare,Kenya,KEN,,Extinct
820,Kings River Yokuts,yokuts kings river,yokuts del río Kings,United States of America,USA,yok,Critically endangered
1794,Kinikinau,kinikinau,kinikinau,Brazil,BRA,gqn,Critically endangered
1562,Kinnauri,kinnauri,kinaurí,India,IND,"kns, kfk, cif, tpq",Definitely endangered
28,Kiong,kiong,kiong,Nigeria,NGA,kkm,Critically endangered
873,Kiowa,kiowa,quiova,United States of America,USA,kio,Severely endangered
789,Kiowa Apache,kiowa apache,apache de Kiowa,United States of America,USA,apk,Critically endangered
1238,Kisêdjê,kisêdjê,kisêdjê,Brazil,BRA,suy,Vulnerable
151,Kivallirmiutut,kivallirmiut,kivallirmiutut,Canada,CAN,ike,Vulnerable
792,Klallam,klallam,clallam,United States of America,USA,clm,Critically endangered
822,Klamath-Modoc,klamath,lutuamí-modoco,United States of America,USA,kla,Extinct
69,Ko,ko,ko,Sudan,SDN,fuj,Critically endangered
899,Koasati (Louisiana),koasati (Louisiane),koasati (Luisiana),United States of America,USA,cku,Definitely endangered
1544,Koasati (Texas),koasati (Texas),koasati (Texas),United States of America,USA,cku,Definitely endangered
1171,Koch,koch,koch,India,IND,kdq,Definitely endangered
1215,Koda,koda,koda,India,IND,cdz,Vulnerable
1582,Kodagu,kodagu,codagú,India,IND,kfa,Definitely endangered
2306,Kodeoha,kodeoha,kodeoha,Indonesia,IDN,vko,Vulnerable
2543,Kofei,kofei,kifei,Indonesia,IDN,kpi,Severely endangered
291,Kogui,kogui,cogui,Colombia,COL,kog,Vulnerable
1089,Kohi,kohi,koi,Nepal,NPL,kkt,Vulnerable
530,Koireng,koireng,liangmai,India,IND,nkd,Critically endangered
2680,Koitabu,koitabu,coita,Papua New Guinea,PNG,kqi,Vulnerable
1228,Kokborok,kokborok,kok borok,"Bangladesh, India","BGD, IND",trp,Vulnerable
1648,Koke,koké,koke,Chad,TCD,kou,Severely endangered
183,Koko Bera,koko-bera,gugubera,Australia,AUS,kkp,Severely endangered
2635,Kokota,kokota,kokota,Solomon Islands,SLB,kkk,Vulnerable
1588,Kolami,kolami,colami,India,IND,kfb,Definitely endangered
1188,Kom,kom,kom,India,IND,kmm,Definitely endangered
373,Komi,komi,komi,Russian Federation,RUS,kpv,Definitely endangered
1733,Komo,komo,como,"Ethiopia, Sudan","ETH, SDN",xom,Definitely endangered
1390,Kona,kona,jukun kona,Nigeria,NGA,juo,Severely endangered
1590,Konda,konda,conda-dora,India,IND,kfc,Definitely endangered
2544,Koneraw,koneraw,koneraw,Indonesia,IDN,kdw,Vulnerable
812,Konkow,konkow,maidú noroccidental,United States of America,USA,mjd,Critically endangered
1323,Konni,koma,konni,Ghana,GHA,kma,Vulnerable
828,Konomihu,konomihu,konomihu,United States of America,USA,sht,Extinct
1119,Konyak,konyak,coñac,India,IND,nbe,Vulnerable
1583,Koraga,koraga,koraga,India,IND,kfd,Critically endangered
133,Korana,korana,korana,South Africa,ZAF,kqz,Critically endangered
2183,Korandje,korandje,Korandje,Algeria,DZA,kcy,Severely endangered
100,Kore,Kore,koyra,Kenya,KEN,,Extinct
2051,Koreguaje,koreguaje,coreguaje,Colombia,COL,coe,Definitely endangered
1210,Korku,korku,koraku,India,IND,kfq,Vulnerable
2512,Koro,koro,koro,Vanuatu,VUT,krf,Definitely endangered
2723,Koro,koro,koro,India,IND,,Definitely endangered
2307,Koroni,koroni,koroni,Indonesia,IDN,xkq,Definitely endangered
1790,Koroshi,koroshi,korochí,Iran (Islamic Republic of),IRN,ktl,Critically endangered
1793,Korúbo,korúbo,korubo,Brazil,BRA,xor,Vulnerable
1218,Korwa,korwa,korwa,India,IND,kfp,Vulnerable
484,Koryak,koryak,coriaco,Russian Federation,RUS,kpy,Severely endangered
2339,Kosraean,kosrae,kosreano,"Micronesia (Federated States of), Nauru","FSM, NRU",kos,Severely endangered
1573,Kota,Kota,cota,India,IND,kfe,Critically endangered
485,Kott,,,Russian Federation,RUS,,Extinct
2111,Kowaki,kowaki,kowaki,Papua New Guinea,PNG,"xss, zko",Critically endangered
2545,Kowiai,kowiai,kowiai,Indonesia,IDN,kwh,Vulnerable
154,Koyukon,koyukon,koyuko,United States of America,USA,koy,Critically endangered
2066,Krahô,krahô,krahó,Brazil,BRA,xra,Vulnerable
2467,Kraol,kraol,kraol,Cambodia,KHM,rka,Critically endangered
2466,Kravet,kravet,kravet,Cambodia,KHM,krv,Critically endangered
1880,Krenak,krenák,botokudo,Brazil,BRA,kqq,Critically endangered
618,Krenjê,krenjê,kreye,Brazil,BRA,xre,Extinct
1354,Krevin,,,Latvia,LVA,,Extinct
548,Kri,kri,kri,Lao People's Democratic Republic,LAO,,Severely endangered
1759,Krikati,krikati,krikati,Brazil,BRA,xri,Vulnerable
2285,Kristang,kristang,papia kristang,Malaysia,MYS,mcm,Severely endangered
63,Krongo,krongo,crongo,Sudan,SDN,kgo,Definitely endangered
2460,Krueng,kreung,krungo,Cambodia,KHM,,Severely endangered
1055,Kryz,kriz,kryts,Azerbaijan,AZE,kry,Severely endangered
1419,Kua,kua,macua,Botswana,BWA,tyu,Definitely endangered
2463,Kuay,kuay,kuayo,Cambodia,KHM,kdt,Severely endangered
22,Kudu-Camo,kudu-camo,kuda-chamo,Nigeria,NGA,kov,Critically endangered
1577,Kui,kui,kui,India,IND,kxu,Vulnerable
1236,Kuikuro,kuikuro,kuikuro,Brazil,BRA,kui,Vulnerable
1656,Kujarge,kujarge,kujarke,Chad,TCD,vkj,Definitely endangered
1619,Kujubim,kujubim,kuyubí,Brazil,BRA,,Critically endangered
1408,Kuk,kuk,kuk,Cameroon,CMR,kfm,Definitely endangered
2081,Kukatja,kukatja,kukatja,Australia,AUS,kux,Vulnerable
200,Kuku Yalanji,kuku-yalanji,yalanyí,Australia,AUS,gvn,Severely endangered
1650,Kulfa,koulfa,kulfa,Chad,TCD,kxj,Definitely endangered
1806,Kulina Páno,kulina páno,culina,Brazil,BRA,xpk,Severely endangered
1557,Kului,kului,paharí de Kullu,India,IND,kfx,Definitely endangered
2046,Kulun,kulun,kulun,China,CHN,uun,Extinct
1092,Kulung,kulung,kulungo,Nepal,NPL,kle,Vulnerable
2489,Kumak,kumak,kumak,New Caledonia (France),NCL,nee,Vulnerable
1166,Kumāle,kumāle,kumhali,Nepal,NPL,kra,Severely endangered
1565,Kumaoni,kumaoni,cumauní,"India, Nepal","IND, NPL",kfy,Vulnerable
1074,Kumyk,koumyk,kumyko,Russian Federation,RUS,kum,Vulnerable
2178,Kumzari,kumzari,kumzari,Oman,OMN,zum,Severely endangered
2353,Kuna (Colombia),kuna (Colombie),kuna (Colombia),Colombia,COL,"kvn, cuk",Severely endangered
1897,Kuna (Panama),kuna (Panama),kuna (Panamá),Panama,PAN,"kvn, cuk",Vulnerable
197,Kunbarlang,kunbarlang,kumbarlán,Australia,AUS,wlg,Severely endangered
2487,Kundal Shahi,kundal shahi,kundalshahi,"India, Pakistan","IND, PAK",,Definitely endangered
1407,Kung,kung,cungo,Cameroon,CMR,kfl,Severely endangered
1974,Kunigami,kunigami,kunigami,Japan,JPN,"okn, xug, yox",Definitely endangered
198,Kunjen,kunjen,kunjen,Australia,AUS,kjn,Critically endangered
186,Kunwinjku,kunwinjku,gunwinggu,Australia,AUS,gup,Vulnerable
2681,Kuot,kuot,kuot,Papua New Guinea,PNG,kto,Vulnerable
199,Kurrama,kurrama,kurrama,Australia,AUS,vku,Critically endangered
1807,Kurripako (Brazil),kurripako (Brésil),curripaco (Brasil),Brazil,BRA,kpc,Vulnerable
300,"Kurripako (Colombia, Venezuela)","kurripako (Colombie, République bolivarienne du Venezuela)","curripaco (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",kpc,Definitely endangered
1574,Kurru,kurru,yerukala,India,IND,yeu,Definitely endangered
189,Kurtjar,gurdjar,gurdjar,Australia,AUS,gdj,Extinct
1246,Kurtöp,kurtöp,kurtöp,Bhutan,BTN,xkz,Vulnerable
1672,Kuruáya,kuruáya,kuruáya,Brazil,BRA,kyr,Critically endangered
1584,Kuruba,kuruba,kurumba,India,IND,kfi,Critically endangered
1594,Kurux (Bangladesh),kurux (Bangladesh),kuruj (Bangladesh),Bangladesh,BGD,kru,Vulnerable
1591,Kurux (India),kurux (Inde),kuruj (India),India,IND,kru,Vulnerable
1446,Kurux (Nepal),kurux (Népal),kuruj (Nepal),Nepal,NPL,kru,Vulnerable
1259,Kusunda,kusunda,kusunda,Nepal,NPL,"kru, kxl",Critically endangered
142,Kutenai,kutenai,kutenái,"Canada, United States of America","CAN, USA",kut,Severely endangered
201,Kuuku Ya'u,kuuku-ya'u,kuuku-ya'u,Australia,AUS,kuy,Critically endangered
190,Kuurinji,gurindji,gurinji,Australia,AUS,gue,Definitely endangered
1578,Kuvi,kouvi,kuvi,India,IND,kxv,Definitely endangered
121,Kw'adza,kw'adza,kw'adza,United Republic of Tanzania,TZA,wka,Extinct
124,Kwadi,kwadi,kuadí,Angola,ANG,kwz,Extinct
141,Kwak'wala,kwak'wala,kwakwala,"Canada, United States of America","CAN, USA",kwk,Critically endangered
1681,Kwama,kwama,kwama,Ethiopia,ETH,kmq,Vulnerable
2546,Kwansu,Kwansu,kuansu,Indonesia,IDN,kja,Vulnerable
1305,Kwatay,kwatay,kwatay,Senegal,SEN,cwt,Severely endangered
619,Kwazá,kwaza,kwaza,Brazil,BRA,xwa,Critically endangered
79,Kwegu,kwegu,kwegu,Ethiopia,ETH,xwg,Critically endangered
2547,Kwerisa,Kwerisa,kwerisa,Indonesia,IDN,kkb,Critically endangered
125,Kwisi,kwisi,kwisi,Angola,ANG,,Extinct
460,Kyakala,,,China,CHN,,Extinct
1639,Laal,laal,laal,Chad,TCD,gdm,Critically endangered
2643,Labo,labo,labo,Vanuatu,VUT,mwi,Vulnerable
1355,Lacandón,lacandon,lacandón,Mexico,MEX,lac,Critically endangered
531,Lachi,lachi,lati,Viet Nam,VNM,lwh,Definitely endangered
1179,Ladakhi,ladakhi,ladakhi,"China, India","CHN, IND","cna, lbj, tkk",Vulnerable
565,Ladin,ladin,ladino,Italy,ITA,lld,Definitely endangered
2112,Lae,lae,lae,Papua New Guinea,PNG,,Extinct
2434,Laemae,laemae,lama,China,CHN,,Severely endangered
72,Lafofa,lafofa,lafofa,Sudan,SDN,laf,Severely endangered
2134,Laghu,laghu,laghu,Solomon Islands,SLB,lgb,Extinct
2242,Laghuu,laghuu,laopán,Viet Nam,VNM,lgh,Definitely endangered
532,Laha (Lao Cai),laha (Lào Cai),laha (Lao Cai),Viet Nam,VNM,lha,Definitely endangered
2197,Laha (Son La),laha (Son La),laha (Son La),Viet Nam,VNM,lha,Definitely endangered
533,Lai,paliu,palyu,China,CHN,ply,Definitely endangered
2308,Laiyolo,Laiyolo,laiyolo,Indonesia,IDN,lji,Definitely endangered
2421,Laji,laji,lají,China,CHN,lbt,Critically endangered
2424,Lajia,lajia,lakia,China,CHN,lbc,Definitely endangered
1071,Lak,lak,laco,Russian Federation,RUS,lbe,Vulnerable
814,Lake Miwok,miwok du lac,miwokano del lago,United States of America,USA,lmw,Critically endangered
1255,Lakha,lakha,lakha,Bhutan,BTN,lkh,Definitely endangered
2514,Lakon,lakon,lakona,Vanuatu,VUT,lkn,Vulnerable
140,Lakota,lakota,lakota,Canada,CAN,lkt,Critically endangered
534,Lalo,lalo,lalo,China,CHN,"yik, ywt, yit, ywl",Vulnerable
535,Lamgang,lamgang,lamkang,India,IND,lmk,Critically endangered
1200,Lamongse,lamongse,lamongshé,India,IND,nik,Critically endangered
536,Lamu,lamu,lamu,China,CHN,llh,Critically endangered
1404,Langa,langa,langa,Cameroon,CMR,,Severely endangered
537,Langrong,langrong,langrong,India,IND,,Critically endangered
1149,Langthang Tibetan,tibétain du Langthang,langthang,Nepal,NPL,,Definitely endangered
375,Languedocian,languedocien,languedociano,France,FRA,oci,Severely endangered
2292,Lanoh,lanoh,lanoh,Malaysia,MYS,lnh,Critically endangered
538,Laomian (China),laomian (Chine),laomian (China),China,CHN,lwm,Definitely endangered
2223,Laomian (Myanmar),laomien (Myanmar),laomian (Myanmar),Myanmar,MMR,lwm,Definitely endangered
202,Lardil,lardil,lardil,Australia,AUS,lbz,Critically endangered
1765,Lari,lari,lari,Iran (Islamic Republic of),IRN,"lrl, fay",Definitely endangered
70,Laro,Laru,laro,Sudan,SDN,lro,Definitely endangered
376,Latgalian,latgalien,letón,"Latvia, Russian Federation","LVA, RUS",lav,Vulnerable
2113,Laua,laua,laua,Papua New Guinea,PNG,luf,Critically endangered
2309,Lauje,Lauje,lauje,Indonesia,IDN,law,Vulnerable
539,Lavua,lavua,lavüa,Thailand,THA,lcp,Definitely endangered
2682,Laxudumau,laxudumau,laxudumau,Papua New Guinea,PNG,,Vulnerable
1056,Laz,laze,laz,"Georgia, Turkey","GEO, TUR",lzz,Definitely endangered
621,Leco,leco,leco,Bolivia (Plurinational State of),BOL,lec,Critically endangered
2548,Legenyem,legenyem,legenyem,Indonesia,IDN,lcc,Vulnerable
2505,Lehali,lehali,lehali,Vanuatu,VUT,tql,Vulnerable
2508,Lemerig,lemerig,lemerig,Vanuatu,VUT,vlr,Critically endangered
2310,Lemolang,lemolang,lemolango,Indonesia,IDN,ley,Vulnerable
301,Lenca,lenca,lenca,"El Salvador, Honduras","SLV, HND",len,Extinct
2266,Lengilu,Lengilu,lengilu,Indonesia,IDN,lgi,Critically endangered
622,Lengua,lengua,lengua,Paraguay,PRY,leg,Severely endangered
440,Lepcha,lepcha,lepcha,"Bhutan, India, Nepal","BTN, IND, NPL",lep,Definitely endangered
1072,Lezgian,lezghien,lezguio,"Azerbaijan, Russian Federation","AZE, RUS",lez,Vulnerable
1256,Lhokpu,lhokpu,lokpu,Bhutan,BTN,lhp,Definitely endangered
1132,Lhota,lhota,lota,India,IND,njh,Vulnerable
111,Li-Ngbee,Ngbee,ngbee,Democratic Republic of the Congo,ZAI,jgb,Extinct
1147,Liangmai,Liangmai,liangmai,India,IND,njn,Vulnerable
377,Ligurian,ligurien,ligur,"France, Italy, Monaco","FRA, ITA, MCO",lij,Definitely endangered
2549,Liki,liki,sobei,Indonesia,IDN,lio,Critically endangered
2683,Likum,likum,likum,Papua New Guinea,PNG,lib,Definitely endangered
2597,Liliali,liliali,liliali,Indonesia,IDN,kzl,Extinct
138,Lillooet,lillooet,liluet,Canada,CAN,lil,Severely endangered
1028,Limbu,limbu,limbu,"India, Nepal","IND, NPL",lif,Definitely endangered
1020,Limburgian-Ripuarian,francique ripuaire -limbourgeois,limburgués-ripuarino,"Germany, Belgium, Netherlands","DEU, BEL, NLD","ksh, lim",Vulnerable
1153,Limirong Tibetan,tibétain de Limirong,limirong,Nepal,NPL,,Definitely endangered
643,Limonese Creole,créole de Limón,criollo limonense,Costa Rica,CRI,,Definitely endangered
378,Limousin,limousin,lemosín,France,FRA,oci,Severely endangered
788,Lipan,lipan,lipán,United States of America,USA,apl,Extinct
2337,Lisela,lisela,lisela,Indonesia,IDN,lcl,Vulnerable
2204,Lishan Didan (Iran),lishan didan (République islamique d'Iran),lishanán (Irán),Iran (Islamic Republic of),IRN,trg,Extinct
2174,Lishan Didan (Israel),lishan didan (Israël),lishanán (Israel),Israel,ISR,trg,Severely endangered
2202,Lishana Deni (Iraq),lishana deni (Iraq),lishana deni (Iraq),Iraq,IRQ,lsd,Extinct
2172,Lishana Deni (Israel),lishana deni (Israël),lishana deni  (Israel),Israel,ISR,lsd,Severely endangered
2184,Lishanid Noshan (Iraq),lishanid noshan (Iraq),lisánido nosán (Iraq),Iraq,IRQ,aij,Extinct
2175,Lishanid Noshan (Israel),lishanid noshan (Israël),lisánido nosán (Israel),Israel,ISR,aij,Severely endangered
1226,Lishpa,monpa,lishpa,India,IND,,Definitely endangered
380,Livonian,live,livón,Latvia,LVA,liv,Critically endangered
1714,Logol,logol,logol,Sudan,SDN,lof,Severely endangered
61,Logorik,logorik,logori,Sudan,SDN,liu,Critically endangered
381,Logudorese,logoudorien,sardo logudorés,Italy,ITA,src,Definitely endangered
1093,Lohorung,lohorung,lohorong,Nepal,NPL,"lbr, lrr",Severely endangered
1156,Loke Tibetan,tibétain de Loke,loke,Nepal,NPL,,Definitely endangered
302,Lokono (Guyana),arawak lokono (Guyane),lokono (Guyana),"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",arw,Critically endangered
684,Lokono (Suriname),lokono (Suriname),lokono (Surinam),"French Guiana (France), Suriname","GUF, SUR",arw,Severely endangered
2598,Lola,buru,lola,Indonesia,IDN,lcd,Vulnerable
2311,Lolak,lolak,lolak,Indonesia,IDN,llq,Critically endangered
2270,Lom,"belom, mapor",lom,Indonesia,IDN,,Critically endangered
382,Lombard,lombard,lombardo,"Italy, Switzerland","ITA, CHE",lmo,Definitely endangered
2644,Lorediakarkar,lorediakarkar,lorediakarkar,Vanuatu,VUT,lnn,Critically endangered
93,Lorkoti,lorkoti,lorkoti,Kenya,KEN,,Extinct
1519,Lorrain,lorrain,loreno,"Belgium, France","BEL, FRA",fra,Severely endangered
2599,Loun,loun,loun,Indonesia,IDN,lox,Critically endangered
383,Low Saxon,bas-saxon,bajo sajón,"Germany, Denmark, Netherlands, Poland, Russian Federation","DEU, DNK, NLD, POL, RUS","act, drt, frs, gos, nds, sdz, stl, twd, vel, wep",Vulnerable
796,Lower Chehalis,bas-chehalis,chehalí bajo,United States of America,USA,cea,Extinct
