,P[Y=1],P[Y=2],P[Y=3],y_hat,y_avg,y_obs,residual1,residual2
taf,0.660473684,0.303951361,0.035574955,1,1.375101271,1,-0.375101271,0
tag,0.963999298,0.035289024,0.000711678,1,1.03671238,1,-0.03671238,0
tah,0.951646836,0.047215791,0.001137373,1,1.049490537,1,-0.049490537,0
taj,0.999985477,1.45E-05,1.26E-08,1,1.000014536,1,-1.45361E-05,0
tak,0.792833087,0.193511771,0.013655142,1,1.220822056,1,-0.220822056,0
tal,0.988540263,0.011336328,0.00012341,1,1.011583147,1,-0.011583147,0
tam,0.999999992,7.95E-09,9.45E-13,1,1.000000008,1,-7.95138E-09,0
tan,0.997849639,0.002139479,1.09E-05,1,1.002161243,1,-0.002161243,0
tap,0.998906431,0.001089362,4.21E-06,1,1.001097777,1,-0.001097777,0
taq,0.999926146,7.37E-05,1.08E-07,1,1.000073961,1,-7.39612E-05,0
tar,0.980831211,0.018900691,0.000268098,1,1.019436887,1,-0.019436887,0
tat,0.999833964,0.000165717,3.18E-07,1,1.000166354,1,-0.000166354,0
tau,0.228253542,0.51265616,0.259090298,2,2.030836756,1,-1.030836756,-1
tav,0.918197728,0.079116078,0.002686195,1,1.084488467,1,-0.084488467,0
taw,0.981443544,0.018301298,0.000255157,1,1.018811613,1,-0.018811613,0
tax,0.712757789,0.26178632,0.025455892,1,1.312698103,1,-0.312698103,0
tay,0.978237244,0.02143722,0.000325536,1,1.022088292,1,-0.022088292,0
taz,0.907901425,0.08882168,0.003276896,1,1.095375471,1,-0.095375471,0
tba,0.400414493,0.472127299,0.127458208,2,1.727043715,1,-0.727043715,-1
tbc,0.999134765,0.000862197,3.04E-06,1,1.000868273,1,-0.000868273,0
tbd,0.981058598,0.018678137,0.000263265,1,1.019204666,1,-0.019204666,0
tbf,0.901783834,0.094562962,0.003653204,1,1.101869369,1,-0.101869369,0
tbg,0.995753857,0.004217365,2.88E-05,1,1.004274922,1,-0.004274922,0
tbh,0.00266444,0.078739945,0.918595615,3,2.915931175,3,0.084068825,0
tbi,0.959397788,0.039741485,0.000860727,1,1.041462939,1,-0.041462939,0
tbk,0.950250999,0.04855845,0.001190551,1,1.050939552,1,-0.050939552,0
tbl,0.995925178,0.004047703,2.71E-05,1,1.004101942,1,-0.004101942,0
tbm,0.928594962,0.069261107,0.00214393,1,1.073548968,1,-0.073548968,0
tbn,0.627241842,0.329614899,0.043143259,1,1.415901417,1,-0.415901417,0
tbo,0.999289324,0.000708363,2.31E-06,1,1.00071299,1,-0.00071299,0
tbp,0.861921639,0.13150476,0.006573601,1,1.144651962,1,-0.144651962,0
tbr,0.840363705,0.15113651,0.008499785,1,1.16813608,1,-0.16813608,0
tbs,0.9764137,0.023217905,0.000368394,1,1.023954694,1,-0.023954694,0
tbt,0.996647205,0.003332305,2.05E-05,1,1.003373285,1,-0.003373285,0
tbu,0.000177889,0.014446368,0.985375743,3,2.985197854,3,0.014802146,0
tbw,0.974888957,0.024705277,0.000405767,1,1.02551681,1,-0.02551681,0
tbx,0.986611027,0.013233198,0.000155775,1,1.013544748,1,-0.013544748,0
tby,0.993838824,0.00611178,4.94E-05,1,1.006210572,1,-0.006210572,0
tbz,0.999752846,0.000246608,5.45E-07,1,1.000247699,1,-0.000247699,0
tca,0.982089557,0.017668678,0.000241765,1,1.018152209,1,-0.018152209,0
tcb,0.133103489,0.476744664,0.390151847,2,2.257048357,2,-0.257048357,0
tcc,0.996299699,0.003676695,2.36E-05,1,1.003723906,1,-0.003723906,0
tcd,0.993205619,0.006737389,5.70E-05,1,1.006851373,1,-0.006851373,0
tce,0.509117221,0.412145835,0.078736944,1,1.569619723,1,-0.569619723,0
tcf,0.997872409,0.002116872,1.07E-05,1,1.00213831,1,-0.00213831,0
tcg,0.958752573,0.040364888,0.000882539,1,1.042129965,1,-0.042129965,0
tch,0.86734028,0.126531425,0.006128295,1,1.138788015,1,-0.138788015,0
tci,0.969146452,0.03029483,0.000558718,1,1.031412265,1,-0.031412265,0
tck,0.891396537,0.104267864,0.004335599,1,1.112939063,1,-0.112939063,0
tcl,0.126872581,0.471626232,0.401501187,2,2.274628606,3,0.725371394,1
tcm,0.884561793,0.1106236,0.004814606,1,1.120252813,1,-0.120252813,0
tcn,0.936714795,0.061526776,0.001758429,1,1.065043634,1,-0.065043634,0
tco,0.997569749,0.002417307,1.29E-05,1,1.002443196,1,-0.002443196,0
tcp,0.910060188,0.086791195,0.003148618,1,1.09308843,1,-0.09308843,0
tcq,0.881800935,0.113184175,0.005014889,1,1.123213954,1,-0.123213954,0
tcs,0.88226514,0.11275392,0.00498094,1,1.1227158,1,-0.1227158,0
tct,0.976171648,0.023454117,0.000374235,1,1.024202586,1,-0.024202586,0
tcu,0.092679347,0.433762489,0.473558164,3,2.380878817,1,-1.380878817,-2
tcw,0.730469451,0.247048846,0.022481703,1,1.292012253,1,-0.292012253,0
tcx,0.928415987,0.06943121,0.002152803,1,1.073736816,1,-0.073736816,0
tcy,0.99991743,8.24E-05,1.25E-07,1,1.000082694,1,-8.26945E-05,0
tcz,0.999966836,3.31E-05,3.73E-08,1,1.000033201,1,-3.32012E-05,0
tda,0.983368555,0.016415394,0.000216051,1,1.016847496,1,-0.016847496,0
tdb,0.997624058,0.002363406,1.25E-05,1,1.002388478,1,-0.002388478,0
tdc,0.744282295,0.235406697,0.020311008,1,1.276028714,1,-0.276028714,0
tdd,0.999923701,7.62E-05,1.12E-07,1,1.000076411,1,-7.64113E-05,0
tdf,0.993528877,0.006418055,5.31E-05,1,1.006524191,1,-0.006524191,0
tdg,0.999891458,0.000108362,1.80E-07,1,1.000108722,1,-0.000108722,0
tdh,0.999431801,0.0005665,1.70E-06,1,1.000569899,1,-0.000569899,0
tdi,0.802300467,0.185174512,0.01252502,1,1.210224553,2,0.789775447,1
tdj,0.954380467,0.04458335,0.001036182,1,1.046655715,1,-0.046655715,0
tdk,0.904470165,0.092044204,0.003485631,1,1.099015466,1,-0.099015466,0
tdl,0.899846765,0.09637693,0.003776305,1,1.103929539,1,-0.103929539,0
tdn,0.99440012,0.005556904,4.30E-05,1,1.005642856,1,-0.005642856,0
tdo,0.964507601,0.034796479,0.00069592,1,1.036188319,1,-0.036188319,0
tdq,0.939142354,0.059207969,0.001649677,1,1.062507323,1,-0.062507323,0
tdr,0.982843975,0.016929557,0.000226468,1,1.017382493,1,-0.017382493,0
tds,0.754725348,0.226520994,0.018753659,1,1.264028311,1,-0.264028311,0
tdt,0.999180689,0.000816495,2.82E-06,1,1.000822128,1,-0.000822128,0
tdv,0.973588249,0.025973015,0.000438736,1,1.026850488,1,-0.026850488,0
tdx,0.999506088,0.00049251,1.40E-06,1,1.000495314,1,-0.000495314,0
tdy,0.959838965,0.039315095,0.000845941,1,1.041006976,1,-0.041006976,0
tea,0.982660198,0.017109642,0.00023016,1,1.017569963,1,-0.017569963,0
tec,0.997478209,0.002508148,1.36E-05,1,1.002535435,1,-0.002535435,0
ted,0.997975124,0.002014882,9.99E-06,1,1.00203487,1,-0.00203487,0
tee,0.901567418,0.094765719,0.003666863,1,1.102099444,1,-0.102099444,0
teg,0.994625774,0.005333745,4.05E-05,1,1.005414706,1,-0.005414706,0
teh,0.064248764,0.384315215,0.551436021,3,2.487187257,3,0.512812743,0
tei,0.970235873,0.029235882,0.000528245,1,1.030292372,1,-0.030292372,0
tek,0.998378956,0.001613742,7.30E-06,1,1.001628347,1,-0.001628347,0
tel,0.999999992,8.49E-09,1.02E-12,1,1.000000008,1,-8.48883E-09,0
tem,0.999983741,1.62E-05,1.46E-08,1,1.000016274,1,-1.62737E-05,0
ten,0.042137964,0.326435378,0.631426658,3,2.589288694,3,0.410711306,0
teo,0.999944504,5.54E-05,7.36E-08,1,1.000055569,1,-5.55694E-05,0
tep,0.016422433,0.21225445,0.771323117,3,2.754900684,3,0.245099316,0
teq,0.932647536,0.065405112,0.001947352,1,1.069299816,1,-0.069299816,0
ter,0.95367551,0.045262588,0.001061902,1,1.047386393,1,-0.047386393,0
tes,0.994798472,0.005162923,3.86E-05,1,1.005240133,1,-0.005240133,0
tet,0.999786619,0.000212934,4.47E-07,1,1.000213828,1,-0.000213828,0
teu,0.961737344,0.037479144,0.000783512,1,1.039046169,2,0.960953831,1
tew,0.619902756,0.335153227,0.044944017,1,1.425041261,1,-0.425041261,0
tex,0.931633093,0.066371127,0.00199578,1,1.070362687,1,-0.070362687,0
tey,0.934074942,0.064044964,0.001880093,1,1.067805151,1,-0.067805151,0
tfi,0.998601798,0.001392269,5.93E-06,1,1.001404134,1,-0.001404134,0
tfn,0.230556546,0.512806368,0.256637086,2,2.026080541,2,-0.026080541,0
tfo,0.80101291,0.186311467,0.012675623,1,1.211662713,1,-0.211662713,0
tfr,0.93764286,0.060640642,0.001716499,1,1.064073639,1,-0.064073639,0
tft,0.978911317,0.020778476,0.000310207,1,1.021398891,1,-0.021398891,0
tga,0.985493399,0.014330864,0.000175737,1,1.014682339,1,-0.014682339,0
tgb,0.985670046,0.014157429,0.000172524,1,1.014502478,1,-0.014502478,0
tgc,0.994972252,0.004991001,3.67E-05,1,1.005064496,1,-0.005064496,0
tgd,0.852922583,0.13973,0.007347417,1,1.154424833,1,-0.154424833,0
tge,0.983246532,0.01653501,0.000218458,1,1.016971926,1,-0.016971926,0
tgf,0.992818271,0.007119912,6.18E-05,1,1.007243546,1,-0.007243546,0
tgh,0.944871362,0.053723676,0.001404962,1,1.0565336,1,-0.0565336,0
tgi,0.916305819,0.080903454,0.002790726,1,1.086484907,1,-0.086484907,0
tgk,0.999999172,8.28E-07,3.16E-10,1,1.000000828,1,-8.28458E-07,0
tgl,0.999999467,5.32E-07,1.81E-10,1,1.000000533,1,-5.3279E-07,0
tgo,0.933839738,0.064269157,0.001891105,1,1.068051367,1,-0.068051367,0
tgp,0.957962419,0.041128027,0.000909554,1,1.042947135,1,-0.042947135,0
tgq,0.875478418,0.119033233,0.005488349,1,1.13000993,1,-0.13000993,0
tgs,0.938766233,0.059567437,0.001666331,1,1.062900098,1,-0.062900098,0
tgt,0.94018162,0.058214343,0.001604038,1,1.061422418,2,0.938577582,1
tgu,0.992599856,0.007335548,6.46E-05,1,1.00746474,1,-0.00746474,0
tgw,0.998881377,0.00111428,4.34E-06,1,1.001122966,1,-0.001122966,0
tgx,0.04607641,0.338537126,0.615386464,3,2.569310055,2,-0.569310055,-1
tgy,0.003123235,0.086384663,0.910492102,3,2.907368867,3,0.092631133,0
tha,0.999999906,9.39E-08,2.03E-11,1,1.000000094,1,-9.39627E-08,0
thd,0.584631195,0.361068941,0.054299863,1,1.469668668,1,-0.469668668,0
the,0.999850975,0.00014875,2.75E-07,1,1.000149301,1,-0.000149301,0
thf,0.997979139,0.002010895,9.97E-06,1,1.002030827,1,-0.002030827,0
thh,0.678611494,0.289560593,0.031827913,1,1.353216419,2,0.646783581,1
thk,0.996103375,0.003871198,2.54E-05,1,1.003922053,1,-0.003922053,0
thl,0.998831972,0.001163415,4.61E-06,1,1.001172641,1,-0.001172641,0
thm,0.973956511,0.025614188,0.000429301,1,1.02647279,1,-0.02647279,0
thn,0.899102556,0.097073339,0.003824105,1,1.104721549,1,-0.104721549,0
thp,0.758876718,0.222969096,0.018154186,1,1.259277469,1,-0.259277469,0
thq,0.999808988,0.000190627,3.85E-07,1,1.000191397,1,-0.000191397,0
thr,0.998086688,0.001904088,9.22E-06,1,1.001922537,1,-0.001922537,0
ths,0.993757403,0.006192245,5.04E-05,1,1.006292949,1,-0.006292949,0
tht,0.39312993,0.47542638,0.13144369,2,1.73831376,2,0.26168624,0
thu,0.967603237,0.031793734,0.00060303,1,1.032999793,1,-0.032999793,0
thv,0.970849995,0.028638641,0.000511364,1,1.02966137,1,-0.02966137,0
thy,0.93792831,0.060368,0.00170369,1,1.06377538,1,-0.06377538,0
thz,0.998891462,0.00110425,4.29E-06,1,1.001112826,1,-0.001112826,0
tia,0.81548052,0.173480914,0.011038566,1,1.195558046,2,0.804441954,1
tic,0.982901314,0.016873366,0.000225321,1,1.017324007,1,-0.017324007,0
tif,0.993366209,0.00657876,5.50E-05,1,1.006688822,1,-0.006688822,0
tig,0.999999999,5.77E-10,3.80E-14,1,1.000000001,1,-5.7718E-10,0
tih,0.979266722,0.02043104,0.000302238,1,1.021035517,1,-0.021035517,0
tii,0.986909176,0.012940226,0.000150598,1,1.013241421,1,-0.013241421,0
tij,0.925225394,0.072460909,0.002313697,1,1.077088303,2,0.922911697,1
tik,0.995886585,0.004085924,2.75E-05,1,1.004140905,1,-0.004140905,0
til,0.001382513,0.053199995,0.945417492,3,2.944034979,3,0.055965021,0
tim,0.998688274,0.0013063,5.43E-06,1,1.001317151,1,-0.001317151,0
tin,0.981120143,0.018617895,0.000261962,1,1.019141819,1,-0.019141819,0
tio,0.994098864,0.005854751,4.64E-05,1,1.00594752,1,-0.00594752,0
tip,0.894688381,0.101198215,0.004113405,1,1.109425024,1,-0.109425024,0
tiq,0.914381948,0.082719178,0.002898874,1,1.088516925,2,0.911483075,1
tir,0.999999996,4.15E-09,4.24E-13,1,1.000000004,1,-4.14714E-09,0
tis,0.979539865,0.020163968,0.000296167,1,1.020756303,1,-0.020756303,0
tit,0.013093669,0.189424853,0.797481478,3,2.784387808,2,-0.784387808,-1
tiu,0.974625592,0.024962046,0.000412362,1,1.02578677,1,-0.02578677,0
tiv,0.999994129,5.87E-06,3.89E-09,1,1.000005875,1,-5.87488E-06,0
tiw,0.835166887,0.155831447,0.009001665,1,1.173834778,1,-0.173834778,0
tix,0.715501902,0.259517362,0.024980736,1,1.309478834,1,-0.309478834,0
tiy,0.988589071,0.011288303,0.000122626,1,1.011533556,1,-0.011533556,0
tiz,0.987800107,0.012064386,0.000135507,1,1.012335399,1,-0.012335399,0
tja,0.99440349,0.005553571,4.29E-05,1,1.005639448,1,-0.005639448,0
tjg,0.995579487,0.004390012,3.05E-05,1,1.004451013,1,-0.004451013,0
tji,0.988670549,0.011208128,0.000121322,1,1.011450773,2,0.988549227,1
tjn,0.046030833,0.338402357,0.615566811,3,2.569535978,3,0.430464022,0
tjo,0.781578648,0.203353382,0.01506797,1,1.233489323,1,-0.233489323,0
tjs,0.425969736,0.459758441,0.114271823,2,1.688302086,2,0.311697914,0
tju,0.000781374,0.037415203,0.961803423,3,2.961022049,3,0.038977951,0
tkb,0.928412127,0.069434878,0.002152995,1,1.073740867,1,-0.073740867,0
tkd,0.990295647,0.009607984,9.64E-05,1,1.009800722,1,-0.009800722,0
tke,0.996049557,0.003924509,2.59E-05,1,1.003976378,1,-0.003976378,0
tkq,0.999366309,0.000631717,1.97E-06,1,1.000635666,1,-0.000635666,0
tkr,0.986469093,0.013372646,0.000158261,1,1.013689168,1,-0.013689168,0
tks,0.992481463,0.007452417,6.61E-05,1,1.007584658,1,-0.007584658,0
tkt,0.997462879,0.002523359,1.38E-05,1,1.002550882,1,-0.002550882,0
tku,0.853538137,0.139168749,0.007293114,1,1.153754978,1,-0.153754978,0
tkw,0.741599343,0.237677997,0.02072266,1,1.279123317,1,-0.279123317,0
tkx,0.845369381,0.146600343,0.008030276,1,1.162660894,1,-0.162660894,0
tkz,0.977669207,0.021992124,0.00033867,1,1.022669463,1,-0.022669463,0
tla,0.959024022,0.040102643,0.000873335,1,1.041849313,1,-0.041849313,0
tlb,0.994683198,0.005276948,3.99E-05,1,1.005356655,1,-0.005356655,0
tlc,0.631245854,0.326573068,0.042181078,1,1.410935223,1,-0.410935223,0
tld,0.906401057,0.090231506,0.003367436,1,1.096966379,1,-0.096966379,0
tlf,0.996294729,0.00368162,2.37E-05,1,1.003728922,1,-0.003728922,0
tlg,0.816011135,0.173008057,0.010980808,1,1.194969674,1,-0.194969674,0
tli,0.775856404,0.208327857,0.015815739,1,1.239959336,2,0.760040664,1
tlj,0.997423161,0.00256277,1.41E-05,1,1.002590908,1,-0.002590908,0
tlk,0.748227343,0.23205833,0.019714327,1,1.271486984,1,-0.271486984,0
tll,0.999957541,4.24E-05,5.16E-08,1,1.00004251,1,-4.25105E-05,0
tlm,0.97306305,0.02648462,0.00045233,1,1.02738928,1,-0.02738928,0
tln,0.567376194,0.373298348,0.059325458,1,1.491949263,1,-0.491949263,0
tlo,0.840203575,0.151281396,0.008515029,1,1.168311455,2,0.831688545,1
tlp,0.791826189,0.194395359,0.013778452,1,1.221952263,1,-0.221952263,0
tlq,0.975859922,0.02375827,0.000381807,1,1.024521885,1,-0.024521885,0
tlr,0.996854076,0.003127221,1.87E-05,1,1.003164628,1,-0.003164628,0
tls,0.832393116,0.158331278,0.009275606,1,1.17688249,2,0.82311751,1
tlt,0.955084774,0.043904478,0.001010748,1,1.045925974,1,-0.045925974,0
tlu,0.945152502,0.053454111,0.001393387,1,1.056240884,1,-0.056240884,0
tlv,0.735308124,0.242985149,0.021706727,1,1.286398603,1,-0.286398603,0
tlx,0.978143886,0.021528434,0.000327681,1,1.022183795,1,-0.022183795,0
tly,0.99932639,0.000671462,2.15E-06,1,1.000675759,1,-0.000675759,0
tma,0.984000317,0.015795935,0.000203747,1,1.01620343,1,-0.01620343,0
tmb,0.971932918,0.027584958,0.000482124,1,1.028549205,1,-0.028549205,0
tmc,0.976932415,0.022711587,0.000355998,1,1.023423582,1,-0.023423582,0
tmd,0.981894733,0.017859492,0.000245776,1,1.018351043,1,-0.018351043,0
tmf,0.889431246,0.106097866,0.004470888,1,1.115039642,1,-0.115039642,0
tmg,0.035493273,0.303650782,0.660855945,3,2.625362671,3,0.374637329,0
tmj,0.845950394,0.146072948,0.007976658,1,1.162026264,1,-0.162026264,0
tml,0.85699164,0.136016159,0.0069922,1,1.15000056,1,-0.15000056,0
tmm,0.987401823,0.012455995,0.000142182,1,1.01274036,1,-0.01274036,0
tmn,0.977588253,0.022071189,0.000340557,1,1.022752304,1,-0.022752304,0
tmo,0.123869256,0.468988902,0.407141842,2,2.283272586,2,-0.283272586,0
tmr,0.029589945,0.280325042,0.690085012,3,2.660495067,3,0.339504933,0
tms,0.135403438,0.478518946,0.386077616,2,2.250674178,1,-1.250674178,-1
tmt,0.863054338,0.130466423,0.006479239,1,1.143424901,1,-0.143424901,0
tmu,0.963108315,0.036152044,0.000739641,1,1.037631325,1,-0.037631325,0
tmv,0.967308825,0.03207954,0.000611635,1,1.03330281,1,-0.03330281,0
tmz,0.015348675,0.205238766,0.779412559,3,2.764063884,3,0.235936116,0
tna,0.83770033,0.153544516,0.008755154,1,1.171054823,1,-0.171054823,0
tnb,0.680195058,0.288291907,0.031513035,1,1.351317977,1,-0.351317977,0
tnc,0.79643258,0.190348171,0.013219249,1,1.216786669,1,-0.216786669,0
tnd,0.425330323,0.460082356,0.11458732,2,1.689256997,2,0.310743003,0
tng,0.984091661,0.015706348,0.00020199,1,1.016110329,1,-0.016110329,0
tnh,0.993518115,0.006428687,5.32E-05,1,1.006535082,1,-0.006535082,0
tnk,0.952273693,0.046612484,0.001113823,1,1.048840129,1,-0.048840129,0
tnl,0.990236813,0.00966595,9.72E-05,1,1.009860424,1,-0.009860424,0
tnm,0.981278605,0.018462776,0.00025862,1,1.018980015,2,0.981019985,1
tnn,0.975053087,0.024545236,0.000401677,1,1.02534859,1,-0.02534859,0
tnp,0.98947251,0.010418735,0.000108755,1,1.010636245,1,-0.010636245,0
tnq,0.021826683,0.243620669,0.734552648,3,2.712725966,3,0.287274034,0
tnr,0.978645895,0.021037896,0.00031621,1,1.021670315,1,-0.021670315,0
tnt,0.996748658,0.003231734,1.96E-05,1,1.003270949,1,-0.003270949,0
tnu,0.779737026,0.204956529,0.015306444,1,1.235569418,1,-0.235569418,0
tnv,0.996224367,0.003751334,2.43E-05,1,1.003799933,1,-0.003799933,0
tnw,0.948198874,0.050530554,0.001270573,1,1.053071699,1,-0.053071699,0
tnx,0.316747964,0.502880772,0.180371264,2,1.8636233,2,0.1363767,0
tny,0.931573159,0.066428184,0.001998657,1,1.070425499,1,-0.070425499,0
tnz,0.620844638,0.334445165,0.044710197,1,1.423865559,1,-0.423865559,0
tob,0.951722123,0.047143344,0.001134534,1,1.049412411,1,-0.049412411,0
toc,0.992292963,0.007638465,6.86E-05,1,1.007775609,1,-0.007775609,0
tod,0.99968549,0.000313753,7.56E-07,1,1.000315266,1,-0.000315266,0
tof,0.941483723,0.056968643,0.001547635,1,1.060063912,1,-0.060063912,0
tog,0.995654915,0.004315334,2.98E-05,1,1.004374837,1,-0.004374837,0
toh,0.994126739,0.005827196,4.61E-05,1,1.005919327,1,-0.005919327,0
toi,0.999986373,1.36E-05,1.16E-08,1,1.000013639,1,-1.36389E-05,0
toj,0.966725298,0.032645868,0.000628834,1,1.033903536,1,-0.033903536,0
tol,0.113787931,0.459258813,0.426953256,2,2.313165325,2,-0.313165325,0
tom,0.991691163,0.008232237,7.66E-05,1,1.008385438,1,-0.008385438,0
too,0.949137496,0.049628804,0.0012337,1,1.052096204,1,-0.052096204,0
top,0.978280577,0.021394881,0.000324542,1,1.022043965,1,-0.022043965,0
tos,0.992555108,0.007379721,6.52E-05,1,1.007510063,1,-0.007510063,0
tou,0.989021475,0.010862762,0.000115763,1,1.011094288,1,-0.011094288,0
tov,0.091939788,0.43272266,0.475337553,3,2.383397765,1,-1.383397765,-2
tow,0.763039831,0.219396101,0.017564068,1,1.254524237,1,-0.254524237,0
toy,0.909364075,0.0874462,0.003189725,1,1.09382565,2,0.90617435,1
toz,0.081426963,0.416668531,0.501904507,3,2.420477544,3,0.579522456,0
tpa,0.929330306,0.06856205,0.002107644,1,1.072777338,1,-0.072777338,0
tpc,0.915888144,0.08129781,0.002814047,1,1.086925903,1,-0.086925903,0
tpe,0.998942352,0.001053631,4.02E-06,1,1.001061664,1,-0.001061664,0
tpg,0.962468768,0.036771253,0.000759979,1,1.038291212,1,-0.038291212,0
tpi,0.999996807,3.19E-06,1.77E-09,1,1.000003195,1,-3.19483E-06,0
tpj,0.928472048,0.06937793,0.002150022,1,1.073677974,1,-0.073677974,0
tpl,0.980563272,0.019162892,0.000273836,1,1.019710564,1,-0.019710564,0
tpm,0.988865908,0.011015875,0.000118216,1,1.011252308,1,-0.011252308,0
tpo,0.984724902,0.015085133,0.000189965,1,1.015465063,1,-0.015465063,0
tpp,0.855367324,0.137499735,0.007132941,1,1.151765617,1,-0.151765617,0
tpq,0.884764341,0.110435592,0.004800067,1,1.120035726,1,-0.120035726,0
tpr,0.505668909,0.41431652,0.080014572,1,1.574345663,2,0.425654337,1
tpt,0.970988514,0.028503899,0.000507587,1,1.029519072,1,-0.029519072,0
tpu,0.997529874,0.002456879,1.32E-05,1,1.002483374,1,-0.002483374,0
tpx,0.973842586,0.025725203,0.000432211,1,1.026589626,1,-0.026589626,0
tpy,0.464571759,0.438942825,0.096485416,1,1.631913657,2,0.368086343,1
tpz,0.983734371,0.016056734,0.000208894,1,1.016474523,1,-0.016474523,0
tqb,0.395785518,0.474235848,0.129978634,2,1.734193115,1,-0.734193115,-1
tqm,0.381325627,0.480544983,0.138129391,2,1.756803764,2,0.243196236,0
tqn,0.175386472,0.501019526,0.323594001,2,2.148207529,1,-1.148207529,-1
tqo,0.999390299,0.000607829,1.87E-06,1,1.000611573,1,-0.000611573,0
tqp,0.952671322,0.046229687,0.001098991,1,1.048427669,1,-0.048427669,0
tqq,0.988858461,0.011023205,0.000118334,1,1.011259873,1,-0.011259873,0
tqr,0.014259632,0.197797057,0.787943311,3,2.77368368,3,0.22631632,0
tqt,0.829564473,0.160876187,0.00955934,1,1.179994867,1,-0.179994867,0
tqu,0.959823045,0.039330483,0.000846472,1,1.041023428,1,-0.041023428,0
tqw,0.000544548,0.029805435,0.969650017,3,2.969105468,3,0.030894532,0
tra,0.213732902,0.51108937,0.275177727,2,2.061444825,2,-0.061444825,0
trb,0.891304927,0.104353211,0.004341862,1,1.113036935,1,-0.113036935,0
trc,0.990726483,0.009183419,9.01E-05,1,1.009363615,1,-0.009363615,0
trd,0.883878977,0.111257247,0.004863776,1,1.120984799,2,0.879015201,1
tre,0.878897772,0.1158725,0.005229728,1,1.126331957,1,-0.126331957,0
trf,0.974160706,0.025415191,0.000424103,1,1.026263398,1,-0.026263398,0
trg,0.755843741,0.225565189,0.01859107,1,1.262747329,1,-0.262747329,0
trh,0.667079027,0.298740862,0.03418011,1,1.367101083,2,0.632898917,1
tri,0.906899179,0.08976357,0.003337251,1,1.096438072,1,-0.096438072,0
trj,0.849538722,0.142811727,0.007649551,1,1.158110828,2,0.841889172,1
trm,0.890622999,0.104988387,0.004388614,1,1.113765614,1,-0.113765614,0
trn,0.936368364,0.061857442,0.001774193,1,1.065405829,1,-0.065405829,0
tro,0.96695854,0.032419523,0.000621937,1,1.033663396,1,-0.033663396,0
trp,0.999996681,3.32E-06,1.86E-09,1,1.000003321,1,-3.3208E-06,0
trq,0.958119147,0.040976684,0.000904169,1,1.042785022,1,-0.042785022,0
trr,0.12749734,0.472160629,0.400342032,2,2.272844692,2,-0.272844692,0
trs,0.97463576,0.024952134,0.000412107,1,1.025776347,1,-0.025776347,0
trt,0.891716931,0.103969338,0.004313731,1,1.112596799,1,-0.112596799,0
